jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning
JLPT0,話し声,はなしごえ,"voice, whisper"
JLPT2,混じる,まじる,"be blended, get mixed"
JLPT3,世話,せわ,"take care of, provide service"
JLPT0,ぐるぐる,ぐるぐる,round and round
JLPT1,くすぐったい,くすぐったい,ticklish
JLPT2,日課,にっか,daily routine
JLPT2,放す,はなす,"release, free"
JLPT2,利口,りこう,"clever, bright"
JLPT0,なめる,なめる,"lick, lap"
JLPT2,禁止,きんし,"prohibition, forbiddance"
JLPT2,警告,けいこく,"warning, admonition"
JLPT0,後ろ向き,うしろむき,facing backward
JLPT0,取り締まり,とりしまり,"regulation, crackdown"
JLPT2,駐車,ちゅうしゃ,parking
JLPT2,騒ぎ,さわぎ,"clamor, commotion"
JLPT2,騒がしい,さわがしい,noisy
JLPT0,がやがや,がやがや,chatter loudly
JLPT2,騒音,そうおん,noise
JLPT1,騒動,そうどう,"disturbance, confusion"
JLPT2,騒々しい,そうぞうしい,"noisy, rowdy"
JLPT2,飼う,かう,"raise, keep"
JLPT0,いか,いか,squid
JLPT2,名刺,めいし,"business card, calling card"
JLPT0,まぐろ,まぐろ,tuna
JLPT0,わさび,わさび,"wasabi, Japanese horseradish"
JLPT2,急激,きゅうげき,"sudden, abrupt"
JLPT2,刺激,しげき,"stimulus, stimulation"
JLPT2,感激,かんげき,"deep emotion, moving"
JLPT2,日中,にっちゅう,Sino-Japanese
JLPT2,天候,てんこう,"weather, climate"
JLPT2,人通り,ひとどおり,traffic
JLPT1,脳,のう,brain
JLPT3,興味,きょうみ,interest
JLPT3,西洋,せいよう,"the West, the Occident"
JLPT1,起源,きげん,"origin, beginning"
JLPT0,一向に,いっこうに,"absolutely, at all"
JLPT1,民族,みんぞく,"race, people"
JLPT2,パターン,パターン,pattern
JLPT3,文学,ぶんがく,literature
JLPT1,興奮,こうふん,"excitement, agitation"
JLPT2,観客,かんきゃく,"audience, spectator"
JLPT2,現代,げんだい,"present age, modern times"
JLPT2,驚かす,おどろかす,"surprise, amaze"
JLPT2,至る,いたる,"come to, reach"
JLPT0,至る所,いたるところ,"everywhere, all over"
JLPT2,至急,しきゅう,"urgent, pressing"
JLPT2,末,すえ,(after) the end
JLPT0,出荷,しゅっか,"shipping, dispatch"
JLPT2,一致,いっち,"accord, agreement"
JLPT3,致す,いたす,humbly do
JLPT1,遅れ,おくれ,"delay, being late"
JLPT2,到着,とうちゃく,arrival
JLPT2,地点,ちてん,"spot, point"
JLPT1,過労,かろう,overwork
JLPT0,急病,きゅうびょう,sudden illness
JLPT1,倒産,とうさん,insolvency
JLPT2,面倒,めんどう,"troublesome, difficult"
JLPT1,疲労,ひろう,fatigue
JLPT2,並木,なみき,"row of trees, roadside trees"
JLPT2,斜め,ななめ,"diagonal, slant"
JLPT2,たっぷり,たっぷり,"fully, amply"
JLPT2,傾く,かたむく,"decline, go down"
JLPT1,傾ける,かたむける,"lean, cock (one's head)"
JLPT2,坂,さか,"slope, incline"
JLPT1,緩やか,ゆるやか,"slack, loose"
JLPT1,チェンジ,チェンジ,"change, exchange"
JLPT0,狭まる,せばまる,"become narrow, contract"
JLPT0,狭める,せばめる,"narrow, contract"
JLPT1,空間,くうかん,"space, room"
JLPT2,幅,はば,"width, breadth"
JLPT1,徐行,じょこう,slow speed
JLPT1,血管,けっかん,blood vessel
JLPT0,硬さ,かたさ,hardness
JLPT0,自然に,しぜんに,"naturally, instinctively"
JLPT1,柔軟,じゅうなん,"pliable, flexible"
JLPT1,傷める,いためる,"damage, spoil"
JLPT3,柔らかい,やわらかい,"soft, gentle"
JLPT1,緊急,きんきゅう,"urgent, pressing"
JLPT2,緊張,きんちょう,"tension, strain"
JLPT2,しばしば,しばしば,"often, frequently"
JLPT2,出張,しゅっちょう,business trip
JLPT2,命じる,めいじる,"order, give orders"
JLPT0,人前,ひとまえ,in front of other people
JLPT2,張り切る,はりきる,"go all out, make efforts"
JLPT2,欲張り,よくばり,"greed, greedy"
JLPT2,衝突,しょうとつ,"collision, conflict"
JLPT2,失業,しつぎょう,"unemployment, loss of job"
JLPT2,煙突,えんとつ,"chimney, smokestack"
JLPT1,十字路,じゅうじろ,crossroads
JLPT0,海上,かいじょう,maritime
JLPT2,言い出す,いいだす,begin to speak
JLPT2,煙,けむり,"smoke, fumes"
JLPT2,突然,とつぜん,"abruptly, suddenly"
JLPT2,突く,つく,"thrust, poke"
JLPT0,発熱,はつねつ,"generation of heat, get a fever"
JLPT0,追突,ついとつ,collision
JLPT0,どきっと,どきっと,"surprised, shocked"
JLPT2,停止,ていし,"stop, suspension"
JLPT1,滑らか,なめらか,"smooth, glassy"
JLPT2,触れる,ふれる,"touch, come in contact with"
JLPT0,寝室,しんしつ,bedroom
JLPT0,くっ付ける,くっつける,"join, paste"
JLPT2,ぶつける,ぶつける,bump
JLPT0,はげる,はげる,"come off, peel off"
JLPT2,避ける,さける,"avoid, evade"
JLPT2,訓練,くんれん,"training, drill"
JLPT0,最悪,さいあく,the worst
JLPT1,避難,ひなん,"refuge, shelter"
JLPT2,基地,きち,"base, military base"
JLPT1,軍事,ぐんじ,military affairs
JLPT0,自衛隊,じえいたい,Self Defense Forces
JLPT2,軍隊,ぐんたい,"army, troops"
JLPT1,墜落,ついらく,"fall, crash"
JLPT0,旅客機,りょかくき,passenger plane
JLPT1,兵器,へいき,"arms, weapon"
JLPT1,結核,けっかく,tuberculosis
JLPT2,武器,ぶき,"weapon, arms"
JLPT2,兵隊,へいたい,"soldier, troops"
JLPT2,弾,たま,"bullet, shot"
JLPT1,弾む,はずむ,"spring back, bounce"
JLPT2,試し,ためし,"trial, test"
JLPT2,シャッター,シャッター,shutter
JLPT0,くしゃくしゃ,くしゃくしゃ,"messy, scrunch"
JLPT0,真ん丸,まんまる,perfect circle
JLPT2,専攻,せんこう,"major, specialization"
JLPT2,攻める,せめる,"attack, take the offensive"
JLPT0,ジャーナリズム,ジャーナリズム,journalism
JLPT2,人文科学,じんぶんかがく,humanities
JLPT1,美術,びじゅつ,"art, fine arts"
JLPT2,物理,ぶつり,"physics, natural law"
JLPT1,怒り,いかり,"anger, rage"
JLPT1,管,かん,"pipe, tube"
JLPT1,兵士,へいし,soldier
JLPT2,爆発,ばくはつ,"explosion, eruption"
JLPT1,爆弾,ばくだん,bomb
JLPT0,起こす,おこす,"bring about, cause"
JLPT2,暴れる,あばれる,"act violently, rage about"
JLPT0,暴落,ぼうらく,"slump, crash"
JLPT1,説く,とく,"explain, preach"
JLPT1,暴力,ぼうりょく,"violence, force"
JLPT2,乱暴,らんぼう,violence
JLPT0,悲しみ,かなしみ,"grief, sadness"
JLPT1,改良,かいりょう,"improvement, reform"
JLPT1,争い,あらそい,"conflict, battle"
JLPT2,絶対,ぜったい,absolutely
JLPT0,気絶,きぜつ,fainting
JLPT2,絶えず,たえず,"constantly, always"
JLPT2,笑い,わらい,laughter
JLPT1,肉体,にくたい,"body, flesh"
JLPT1,滅びる,ほろびる,"go to ruin, fall"
JLPT1,設置,せっち,establishment
JLPT1,核,かく,"core, atomic nucleus"
JLPT1,防衛,ぼうえい,"defense, protection"
JLPT2,防止,ぼうし,"prevention, determent"
JLPT1,防火,ぼうか,"fire prevention, fireproof"
JLPT1,天災,てんさい,natural disaster
JLPT1,妨害,ぼうがい,"hindrance, obstruction"
JLPT2,嫌う,きらう,dislike
JLPT2,嫌がる,いやがる,"dislike, hate"
JLPT2,機嫌,きげん,"mood, health"
JLPT2,好き嫌い,すききらい,"likes and dislikes, taste"
JLPT2,徹夜,てつや,staying up all night
JLPT2,生物,せいぶつ,"living creature, lifeform"
JLPT0,徹底的,てっていてき,"thorough, exhaustive"
JLPT1,到底,とうてい,"after all, in the long run"
JLPT1,抗議,こうぎ,"protest, remonstrance"
JLPT2,抵抗,ていこう,"resistance, opposition"
JLPT0,グリーン,グリーン,green
JLPT0,素敵,すてき,"lovely, nice"
JLPT3,男性,だんせい,"male, man"
JLPT1,デザイン,デザイン,design
JLPT2,破る,やぶる,defeat
JLPT2,ドレス,ドレス,dress
JLPT0,横顔,よこがお,"profile, face seen from side"
JLPT2,敵,てき,"enemy, foe"
JLPT0,脅かす,おどかす,"threaten, intimidate"
JLPT1,権威,けんい,"authority, power"
JLPT2,威張る,いばる,"put on airs, be arrogant"
JLPT1,情勢,じょうせい,"state of things, situation"
JLPT2,勢い,いきおい,"vigor, momentum"
JLPT2,方々,かたがた,people
JLPT0,見物人,けんぶつにん,"spectator, sightseer"
JLPT1,態勢,たいせい,"state, preparedness"
JLPT2,映す,うつす,"reflect, project"
JLPT2,書道,しょどう,Japanese calligraphy
JLPT0,受け身,うけみ,"passiveness, passive voice"
JLPT2,現す,あらわす,"show, reveal"
JLPT2,常に,つねに,"always, at all times"
JLPT1,死,し,death
JLPT2,恐れる,おそれる,"fear, apprehend"
JLPT0,恐らく,おそらく,probably
JLPT1,顔付き,かおつき,"face, expression"
JLPT0,怖がる,こわがる,"be afraid of, fear"
JLPT2,巨大,きょだい,"huge, gigantic"
JLPT1,拒否,きょひ,"denial, rejection"
JLPT0,系列,けいれつ,affiliation
JLPT2,系統,けいとう,"system, lineage"
JLPT2,体系,たいけい,"system, organization"
JLPT0,理系,りけい,science
JLPT0,文系,ぶんけい,"liberal arts, humanities"
JLPT2,子孫,しそん,"descendant, offspring"
JLPT3,絹,きぬ,"silk, silk fabrics"
JLPT2,綿,めん,cotton
JLPT2,維持,いじ,"maintenance, upkeep"
JLPT1,紳士,しんし,gentleman
JLPT1,繁栄,はんえい,"prosperity, thriving"
JLPT2,偉大,いだい,"great, mighty"
JLPT2,発明,はつめい,invention
JLPT0,日韓,にっかん,Japan and Korea
JLPT2,刀,かたな,"sword, blade"
JLPT0,かみそり,かみそり,razor
JLPT1,耐える,たえる,"withstand, endure"
JLPT2,矢印,やじるし,arrow
JLPT1,孤独,こどく,"solitary, lonely"
JLPT0,爪切り,つめきり,nail clipper
JLPT0,ざらざら,ざらざら,"rough, gritty"
JLPT0,散らばる,ちらばる,be scattered
JLPT1,枠,わく,"frame, limits"
JLPT2,水平,すいへい,"horizontal, level"
JLPT1,振動,しんどう,vibration
JLPT2,端,はし,"end, edge"
JLPT1,固定,こてい,"fixing, stability"
JLPT2,先端,せんたん,"edge, vanguard"
JLPT2,棒,ぼう,"rod, stick"
JLPT0,細長い,ほそながい,"long and thin, slender"
JLPT1,事柄,ことがら,"matter, affair"
JLPT2,柄,がら,"pattern, design"
JLPT1,人柄,ひとがら,"character, personality"
JLPT2,武士,ぶし,"samurai, warrior"
JLPT0,重み,おもみ,"weight, importance"
JLPT3,枝,えだ,"branch, twig"
JLPT0,草木,くさき,plants and trees
JLPT0,木枯らし,こがらし,cold wintry wind
JLPT2,詩,し,poetry
JLPT2,詩人,しじん,poet
JLPT2,着替え,きがえ,change of clothes
JLPT2,パイプ,パイプ,pipe
JLPT2,詰める,つめる,"stuff, fill"
JLPT2,詰まる,つまる,"be stuffed, be stopped up"
JLPT0,無理やり,むりやり,"by force, against one's will"
JLPT2,譲る,ゆずる,"transfer, concede"
JLPT0,年配,ねんぱい,"age, elderly age"
JLPT1,欠く,かく,lack
JLPT1,誠実,せいじつ,"sincerity, honesty"
JLPT0,誠に,まことに,"truly, very"
JLPT3,盛ん,さかん,"prosperous, active"
JLPT2,登場,とうじょう,"appearance on stage, appearance"
JLPT0,盛り上げる,もりあげる,build up excitement
JLPT2,地方,ちほう,"district, region"
JLPT1,盛り上がる,もりあがる,"become lively, get fired up"
JLPT2,盛る,もる,"heap up, fill"
JLPT2,謙遜,けんそん,"humility, modesty"
JLPT2,兼ねる,かねる,"serve two functions, combine"
JLPT2,公式,こうしき,"formal, official"
JLPT2,通す,とおす,"let pass, run through"
JLPT2,針,はり,"needle, needle-shaped object"
JLPT2,ペンチ,ペンチ,pliers
JLPT2,確かめる,たしかめる,"make sure of, confirm"
JLPT2,名人,めいじん,"master, master hand"
JLPT0,釣り,つり,angling
JLPT2,逃がす,にがす,let go
JLPT0,釣り合い,つりあい,"balance, proportion"
JLPT2,釣り合う,つりあう,"balance, match"
JLPT2,鈍い,にぶい,"dull, sluggish"
JLPT1,鈍感,どんかん,thick-headedness
JLPT2,鎖,くさり,"chain, tether"
JLPT3,申す,もうす,"speak humbly, state humbly"
JLPT2,作製,さくせい,"manufacture, production"
JLPT2,鑑賞,かんしょう,"viewing, enjoyment (of art)"
JLPT1,印鑑,いんかん,personal seal
JLPT2,鐘,かね,"bell, gong"
JLPT0,観賞,かんしょう,ornamental
JLPT0,アルミニウム,アルミニウム,aluminum
JLPT2,鉄,てつ,iron
JLPT0,出前,でまえ,home delivery of food
JLPT2,谷,たに,"valley, ravine"
JLPT2,余裕,よゆう,"room, leeway"
JLPT2,海水浴,かいすいよく,sea bathing
JLPT1,入浴,にゅうよく,bathing
JLPT2,赤道,せきどう,equator
JLPT1,沿う,そう,"lie along, follow along"
JLPT0,砂浜,すなはま,"sandy beach, sands"
JLPT1,浜,はま,"beach, seashore"
JLPT0,はだし,はだし,"barefoot, bare feet"
JLPT0,浮かぶ,うかぶ,float
JLPT2,沖,おき,offshore
JLPT2,湾,わん,"bay, gulf"
JLPT2,泉,いずみ,"spring, fountain"
JLPT2,温泉,おんせん,hot spring
JLPT2,天然,てんねん,nature
JLPT0,上流,じょうりゅう,upstream
JLPT0,下流,かりゅう,downstream
JLPT2,広場,ひろば,"square, open space"
JLPT1,慣らす,ならす,accustom
JLPT2,潜る,もぐる,dive into
JLPT1,冷淡,れいたん,"cool, indifferent"
JLPT2,濁る,にごる,get cloudy
JLPT2,澄む,すむ,"clear, become clear"
JLPT2,あふれる,あふれる,"over flow, flood"
JLPT1,ポット,ポット,"pot, thermos"
JLPT2,湯気,ゆげ,"steam, vapor"
JLPT2,喜び,よろこび,"joy, happiness"
JLPT2,湿る,しめる,"get damp, get wet"
JLPT0,多量,たりょう,"large quantity, great deal"
JLPT1,漏れる,もれる,"leak, be disclosed"
JLPT1,漏らす,もらす,"give away, let leak"
JLPT2,底,そこ,"bottom, depths"
JLPT2,大部分,だいぶぶん,"most, greater part"
JLPT2,濡らす,ぬらす,"wet, moisten"
JLPT1,溝,みぞ,"ditch, groove"
JLPT0,ねぎ,ねぎ,"Welsh onion, green onion"
JLPT1,危機,きき,"crisis, emergency"
JLPT1,叫び,さけび,"shout, cry"
JLPT2,叫ぶ,さけぶ,"shout, cry out"
JLPT2,吐く,はく,"holler, spew"
JLPT1,嘆く,なげく,"sigh, grieve"
JLPT0,喫煙,きつえん,smoking
JLPT0,痛む,いたむ,"feel pain, hurt"
JLPT1,音,ね,"sound, note"
JLPT2,予防,よぼう,"prevention, protection"
JLPT2,虫歯,むしば,"decayed tooth, cavity"
JLPT3,虫,むし,"insect, worm"
JLPT0,忠実,ちゅうじつ,"faithfulness, devotion"
JLPT1,忠告,ちゅうこく,"advice, admonishment"
JLPT2,いけない,いけない,"wrong, must not"
JLPT0,懸ける,かける,stake
JLPT0,一まず,ひとまず,first of all
JLPT2,恩,おん,"debt of gratitude, kindness"
JLPT2,恵まれる,めぐまれる,"be blessed, be privileged"
JLPT1,天,てん,"sky, Heaven"
JLPT2,道徳,どうとく,"morality, morals"
JLPT0,知り合い,しりあい,acquaintance
JLPT0,市街,しがい,"the streets, downtown"
JLPT1,問屋,とんや,"wholesale store, wholesaler"
JLPT2,直径,ちょっけい,diameter
JLPT2,半径,はんけい,radius
JLPT0,和室,わしつ,Japanese style room
JLPT1,漏る,もる,"leak, be leaky"
JLPT2,丼,どんぶり,bowl
JLPT0,小量,しょうりょう,small amount
JLPT2,転がす,ころがす,"roll, roll over"
JLPT2,粉,こな,"powder, flour"
JLPT2,粒,つぶ,"grain, drop"
JLPT2,小麦,こむぎ,wheat
JLPT0,小麦粉,こむぎこ,flour
JLPT0,大麦,おおむぎ,barley
JLPT2,量る,はかる,"measure, weigh"
JLPT1,一帯,いったい,"area, vicinity"
JLPT2,取れる,とれる,"be harvested, be cultivated"
JLPT0,麦,むぎ,wheat
JLPT0,田畑,たはた,fields and rice paddies
JLPT2,炊事,すいじ,cooking
JLPT2,灯油,とうゆ,"kerosene, lamp oil"
JLPT3,電灯,でんとう,"lamp, electric light"
JLPT2,炎,ほのお,"flame, blaze"
JLPT0,スモッグ,スモッグ,smog
JLPT1,暦,こよみ,"calendar, almanac"
JLPT0,年月日,ねんがっぴ,date
JLPT2,皮,かわ,"peel, fur"
JLPT2,皮肉,ひにく,"cynicism, irony"
JLPT0,むける,むける,"come off, peel"
JLPT0,むく,むく,"peel, pare"
JLPT2,皮膚,ひふ,skin
JLPT2,毛皮,けがわ,fur
JLPT2,税関,ぜいかん,"custom house, customs"
JLPT2,毛糸,けいと,"woolen yarn, wool"
JLPT2,ブラシ,ブラシ,brush
JLPT1,尾,お,tail
JLPT2,結ぶ,むすぶ,"tie, join"
JLPT1,乱れる,みだれる,"be disordered, be disturbed"
JLPT2,そっと,そっと,"softly, gently"
JLPT2,ピン,ピン,"hairpin, pin"
JLPT1,染める,そめる,"dye, color"
JLPT2,いきなり,いきなり,"all of a sudden, without warning"
JLPT2,張る,はる,"strain, be stretched"
JLPT0,もむ,もむ,"rub, massage"
JLPT1,耳鼻科,じびか,"otorhinology, ENT"
JLPT2,唇,くちびる,"lip, lips"
JLPT0,臭い,におい,"smell, odor"
JLPT1,生臭い,なまぐさい,smelling of fish
JLPT0,臭う,におう,stink (unpleasant)
JLPT2,面倒臭い,めんどうくさい,"troublesome, tiresome"
JLPT2,匂う,におう,smell (pleasant)
JLPT1,ベスト,ベスト,best
JLPT2,解釈,かいしゃく,"interpretation, explanation"
JLPT2,居間,いま,living room
JLPT2,居る,おる,"be present, stay (humble)"
JLPT0,間,かん,"interval, duration of time"
JLPT2,まあ,まあ,well
JLPT1,同居,どうきょ,living together
JLPT2,土,つち,"soil, ground"
JLPT2,寄せる,よせる,"draw near, draw up, gather"
JLPT2,一層,いっそう,"more, even more"
JLPT2,高層,こうそう,"high altitude, high-rise"
JLPT0,そびえる,そびえる,tower
JLPT2,大層,たいそう,"very, highly"
JLPT1,履歴,りれき,"history, personal history"
JLPT0,履歴書,りれきしょ,"resume, bio"
JLPT2,覆う,おおう,"cover, hide"
JLPT1,戸籍,こせき,family register
JLPT0,ガラス戸,がらすど,glass door
JLPT1,成年,せいねん,"majority, adult"
JLPT2,薬品,やくひん,"medicine, drug"
JLPT2,戸棚,とだな,"closet, cupboard"
JLPT1,扉,とびら,door
JLPT0,うちわ,うちわ,round paper fan
JLPT2,羽根,はね,feather
JLPT0,翌日,よくじつ,the following day
JLPT0,翌朝,よくあさ,the following morning
JLPT0,翌年,よくねん,the following year
JLPT0,陸,おか,"land, shore"
JLPT2,新鮮,しんせん,fresh
JLPT2,市場,いちば,"market, marketplace"
JLPT1,鮮やか,あざやか,vivid
JLPT0,あり,あり,ant
JLPT1,群集,ぐんしゅう,crowd
JLPT2,群れ,むれ,"crowd, herd"
JLPT2,郡,ぐん,county
JLPT2,スケジュール,スケジュール,schedule
JLPT3,君,きみ,you
JLPT3,連れる,つれる,"take along, bring along"
JLPT2,任せる,まかせる,"entrust to, leave it to"
JLPT2,長所,ちょうしょ,"strong point, merit"
JLPT0,殴る,なぐる,"hit, strike"
JLPT2,要旨,ようし,"gist, overview"
JLPT2,脂,あぶら,"fat, grease"
JLPT1,脂肪,しぼう,"fat, grease"
JLPT0,すべすべ,すべすべ,smooth
JLPT2,肌,はだ,"skin, surface"
JLPT2,肌着,はだぎ,underwear
JLPT0,肌色,はだいろ,flesh color
JLPT2,コック,コック,"cook, chef"
JLPT1,領域,りょういき,"territory, domain"
JLPT0,胃腸,いちょう,stomach and intestines
JLPT1,腸,ちょう,"intestines, entrails"
JLPT1,肝心,かんじん,"vital, essential"
JLPT1,大胆,だいたん,"boldness, daring"
JLPT2,幕,まく,curtain
JLPT2,暮らす,くらす,"live, earn one's livelihood"
JLPT2,暮らし,くらし,"living, livelihood"
JLPT2,暮れ,くれ,"dusk, the end (of a season or a year)"
JLPT3,暮れる,くれる,grow dark
JLPT2,温暖,おんだん,"warm, mild"
JLPT0,お歳暮,おせいぼ,year-end gift
JLPT0,ぜいたく,ぜいたく,"luxury, extravagance"
JLPT0,わずか,わずか,"few, little"
JLPT2,不自由,ふじゆう,"inconvenience, discomfort"
JLPT1,調和,ちょうわ,"harmony, agreement"
JLPT2,望み,のぞみ,"desire, hope"
JLPT1,夕暮れ,ゆうぐれ,"evening, twilight"
JLPT0,仲良く,なかよく,"harmoniously, amicably"
JLPT2,王,おう,king
JLPT1,墓地,ぼち,"graveyard, cemetery"
JLPT0,墓参り,はかまいり,visit to a grave
JLPT2,芝生,しばふ,"lawn, turf"
JLPT2,芽,め,"bud, sprout"
JLPT1,茎,くき,stem
JLPT0,順々に,じゅんじゅんに,"by turns, in order"
JLPT0,つまむ,つまむ,munch on
JLPT2,推薦,すいせん,"recommendation, nomination"
JLPT1,沿岸,えんがん,"coast, shore"
JLPT2,荒れる,あれる,"be wild, run waste"
JLPT2,荒い,あらい,"wild, reckless"
JLPT2,荒い,あらい,"harsh, rough"
JLPT0,荒す,あらす,"damage, ransack"
JLPT0,慌ただしい,あわただしい,busy
JLPT0,慌てる,あわてる,"be flurried, hurry"
JLPT2,葬式,そうしき,funeral ceremony
JLPT2,儀式,ぎしき,"ceremony, ritual"
JLPT2,行儀,ぎょうぎ,"manners, behavior"
JLPT2,礼儀,れいぎ,"good manners, courtesy"
JLPT1,犠牲,ぎせい,sacrifice
JLPT1,悪,あく,"evil, badness"
JLPT2,憎む,にくむ,"hate, detest"
JLPT1,憎しみ,にくしみ,"hatred, enmity"
JLPT2,憎らしい,にくらしい,"hateful, horrible"
JLPT2,憎い,にくい,"hateful, abominable"
JLPT2,仏,ほとけ,"buddha, Buddhist image"
JLPT0,仏教,ぶっきょう,Buddhism
JLPT2,日,にち,Japan
JLPT0,お坊さん,おぼうさん,"monk, priest"
JLPT2,鳴らす,ならす,"ring, sound"
JLPT2,題名,だいめい,title
JLPT2,坊さん,ぼうさん,Buddhist priest
JLPT0,乗り遅れる,のりおくれる,miss
JLPT0,ホット,ホット,hot
JLPT0,国旗,こっき,national flag
JLPT1,日の丸,ひのまる,"Rising Sun Flag, Japanese flag"
JLPT2,筆者,ひっしゃ,writer
JLPT0,筆記試験,ひっきしけん,written examination
JLPT0,とがる,とがる,be sharp
JLPT0,筆記用具,ひっきようぐ,"writing materials, pens and pencils"
JLPT2,筆,ふで,"writing brush, penmanship"
JLPT2,竹,たけ,bamboo
JLPT2,笛,ふえ,"flute, whistle"
JLPT1,名簿,めいぼ,"registry, name list"
JLPT2,全身,ぜんしん,the whole body
JLPT2,筋肉,きんにく,"muscle, sinews"
JLPT0,筋道,すじみち,"method, logic"
JLPT2,筋,すじ,muscle
JLPT2,伸ばす,のばす,"stretch, straighten"
JLPT2,光,ひかり,"light, flash"
JLPT2,ぎっしり,ぎっしり,tightly
JLPT2,小,しょう,"smallness, small size"
JLPT2,食料,しょくりょう,food supplies
JLPT0,ふた,ふた,"lid, cover"
JLPT0,水色,みずいろ,"sky blue, turquoise"
JLPT2,透明,とうめい,transparent
JLPT2,座布団,ざぶとん,cushion
JLPT0,まし,まし,"more, better"
JLPT3,すり,すり,pickpocket
JLPT0,落とし物,おとしもの,lost property
JLPT2,突っ込む,つっこむ,"thrust in, dash into"
JLPT0,たった,たった,"only, merely"
JLPT2,ふわふわ,ふわふわ,soft
JLPT2,取り出す,とりだす,"take out, pull out"
JLPT2,布,ぬの,cloth
JLPT1,自己,じこ,"oneself, self"
JLPT2,切れ,きれ,sharpness
JLPT0,包丁,ほうちょう,"kitchen knife, carving knife"
JLPT2,包み,つつみ,"package, parcel"
JLPT0,包み紙,つつみがみ,wrapping paper
JLPT2,抱える,かかえる,hold in one's arms
JLPT2,抱く,いだく,"embrace, hug"
JLPT1,悩み,なやみ,"troubles, worries"
JLPT0,少量,しょうりょう,small quantity
JLPT2,句,く,"phrase, clause"
JLPT0,慣用句,かんようく,"idiom, common phrase"
JLPT2,文句,もんく,complaint
JLPT2,下旬,げじゅん,end of the month
JLPT2,上旬,じょうじゅん,beginning of the month
JLPT2,中旬,ちゅうじゅん,middle ten days of a month
JLPT2,飽きる,あきる,be fed up
JLPT2,額,がく,picture frame
JLPT2,飾り,かざり,"ornament, decoration"
JLPT2,餌,えさ,"bait, feed"
JLPT2,平凡,へいぼん,"common, ordinary"
JLPT2,通帳,つうちょう,"bankbook, passbook"
JLPT2,旧,きゅう,"old, former"
JLPT2,育児,いくじ,"childcare, child-raising"
JLPT1,小児科,しょうにか,pediatrics
JLPT1,妊娠,にんしん,"pregnancy, conception"
JLPT1,姓名,せいめい,full name
JLPT2,姓,せい,"surname, family name"
JLPT0,同姓,どうせい,same surname
JLPT2,嫁,よめ,"bride, daughter-in-law"
JLPT2,花嫁,はなよめ,bride
JLPT0,花婿,はなむこ,bridegroom
JLPT0,品切れ,しなぎれ,"run out, sell out"
JLPT2,親類,しんるい,"relatives, kin"
JLPT2,幼い,おさない,"young, childish"
JLPT2,幼児,ようじ,"young child, infant"
JLPT0,がさがさ,がさがさ,rustle
JLPT2,着ける,つける,"pull up, park (a vehicle)"
JLPT1,眼科,がんか,ophthalmology
JLPT1,近眼,きんがん,"nearsightedness, shortsightedness"
JLPT2,レンズ,レンズ,lens
JLPT1,快い,こころよい,"pleasant, agreeable"
JLPT2,すっきり,すっきり,refreshed
JLPT0,すやすや,すやすや,peaceful and content
JLPT2,居眠り,いねむり,"doze, nap"
JLPT2,単に,たんに,"merely, simply"
JLPT1,催す,もよおす,"feel, experience"
JLPT1,膨れる,ふくれる,"expand, fill up"
JLPT0,乗り越す,のりこす,ride past
JLPT1,眠たい,ねむたい,sleepy
JLPT0,眠り,ねむり,"sleep, slumber"
JLPT2,まぶた,まぶた,eyelid
JLPT2,眺め,ながめ,"view, prospect"
JLPT2,一瞬,いっしゅん,"instant, moment"
JLPT2,睡眠,すいみん,"sleep, slumber"
JLPT2,垂直,すいちょく,"vertical, perpendicular"
JLPT1,同封,どうふう,enclosure
JLPT1,封,ふう,"seal, sealing"
JLPT1,圧力,あつりょく,pressure
JLPT2,回転,かいてん,"revolution, rotation"
JLPT2,カバー,カバー,"cover, covering"
JLPT1,心掛ける,こころがける,"bear in mind, try"
JLPT2,腰掛ける,こしかける,sit down
JLPT0,男らしい,おとこらしい,"manly, masculine"
JLPT0,寒暖計,かんだんけい,thermometer
JLPT2,腰掛け,こしかけ,"stool, seat"
JLPT0,じゃんじゃん,じゃんじゃん,"many times, repeatedly"
JLPT2,呼び掛ける,よびかける,"call to, appeal to"
JLPT2,引っ掛かる,ひっかかる,"be caught, be trapped"
JLPT2,話し掛ける,はなしかける,"address someone, speak to someone"
JLPT2,通り掛かる,とおりかかる,happen to pass by
JLPT0,引っ掛ける,ひっかける,hook on
JLPT1,寄り掛かる,よりかかる,lean against something
JLPT1,措置,そち,"measure, step"
JLPT2,拝む,おがむ,"bow in veneration, worship"
JLPT3,拝見,はいけん,humbly look at or see
JLPT1,控える,ひかえる,"hold back, show moderation"
JLPT0,控え室,ひかえしつ,waiting room
JLPT2,コンセント,コンセント,"outlet, wall socket"
JLPT2,当番,とうばん,"being on duty, person on duty"
JLPT0,見違える,みちがえる,"mistake, fail to recognize"
JLPT0,ほうき,ほうき,broom
JLPT1,差し出す,さしだす,"submit, stretch out"
JLPT2,少女,しょうじょ,girl
JLPT2,上,じょう,"upper, best"
JLPT0,弱み,よわみ,"weakness, shortcoming"
JLPT0,握り締める,にぎりしめる,"squeeze, grip"
JLPT0,両手,りょうて,both hands
JLPT2,設備,せつび,"equipment, facilities"
JLPT1,各種,かくしゅ,"each kind, various"
JLPT2,揃う,そろう,be (all) together
